txn_id,date,amount,customer,product,region,status,payment_method,notes
TXN-2024-0491,2024-12-22,406.95,Red Mountain Co,Basic Plan,EU-WEST,completed,credit_card,Referral discount applied
TXN-2024-0492,2024-08-26,74.87,TechStart Inc,Storage Addon,US-EAST,refunded,credit_card,Annual renewal
TXN-2024-0493,2024-05-20,68.05,Northern Wind Co,Basic Plan,APAC,pending,credit_card,
TXN-2024-0494,2024-01-04,440.91,Blue Ocean Ltd,Pro Plan,US-WEST,completed,credit_card,Referral discount applied
TXN-2024-0495,2024-01-11,192.34,TechStart Inc,Enterprise Plan,US-WEST,completed,credit_card,
TXN-2024-0496,2024-10-14,101.13,Sunset Labs,API Addon,US-WEST,pending,credit_card,New customer
TXN-2024-0497,2024-10-06,181.01,Acme Corp,Storage Addon,APAC,completed,paypal,
TXN-2024-0498,2024-12-17,68.47,Acme Corp,Storage Addon,US-WEST,completed,credit_card,New customer
TXN-2024-0499,2024-03-02,79.10,Acme Corp,Basic Plan,US-EAST,completed,credit_card,New customer
TXN-2024-0500,2024-12-18,2353.58,Golden Gate LLC,Pro Plan,US-EAST,completed,paypal,
TXN-2024-0501,2024-05-15,106.02,Silver Stream Inc,Storage Addon,APAC,completed,paypal,Annual renewal
TXN-2024-0502,2024-02-17,143.03,Silver Stream Inc,Enterprise Plan,EU-WEST,completed,credit_card,
TXN-2024-0503,2024-10-14,2434.12,Silver Stream Inc,Enterprise Plan,US-WEST,completed,credit_card,Referral discount applied
TXN-2024-0504,2024-03-17,419.68,TechStart Inc,Storage Addon,APAC,completed,credit_card,
TXN-2024-0505,2024-12-02,202.97,Northern Wind Co,Enterprise Plan,EU-WEST,pending,credit_card,
TXN-2024-0506,2024-04-09,468.72,TechStart Inc,API Addon,US-WEST,pending,paypal,
TXN-2024-0507,2024-08-09,2289.45,Sunset Labs,Pro Plan,APAC,refunded,credit_card,Upgrade from basic
TXN-2024-0508,2024-10-08,199.00,Northern Wind Co,Pro Plan,APAC,completed,credit_card,Referral discount applied
TXN-2024-0509,2024-12-09,2389.83,Acme Corp,Basic Plan,EU-WEST,completed,credit_card,Annual renewal
TXN-2024-0510,2024-06-05,2634.86,Silver Stream Inc,Storage Addon,US-WEST,completed,bank_transfer,
TXN-2024-0511,2024-01-04,74.82,Green Valley LLC,API Addon,EU-WEST,completed,bank_transfer,New customer
TXN-2024-0512,2024-06-03,415.41,Blue Ocean Ltd,Basic Plan,US-WEST,completed,paypal,Annual renewal
TXN-2024-0513,2024-07-06,93.67,Acme Corp,Enterprise Plan,EU-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0514,2024-05-28,477.45,Silver Stream Inc,Storage Addon,EU-WEST,refunded,paypal,Upgrade from basic
TXN-2024-0515,2024-09-19,204.24,TechStart Inc,Enterprise Plan,US-EAST,completed,paypal,Monthly subscription
TXN-2024-0516,2024-07-10,142.97,Green Valley LLC,Enterprise Plan,APAC,refunded,credit_card,
TXN-2024-0517,2024-03-03,70.57,Iron Bridge Corp,Basic Plan,US-WEST,completed,credit_card,New customer
TXN-2024-0518,2024-05-20,2901.57,TechStart Inc,API Addon,US-EAST,completed,credit_card,Monthly subscription
TXN-2024-0519,2024-02-05,73.90,Blue Ocean Ltd,API Addon,EU-WEST,pending,bank_transfer,
TXN-2024-0520,2024-06-23,108.56,Red Mountain Co,Pro Plan,US-EAST,completed,credit_card,Annual renewal
TXN-2024-0521,2024-07-04,198.37,Northern Wind Co,Enterprise Plan,EU-WEST,completed,paypal,
TXN-2024-0522,2024-04-27,483.29,Blue Ocean Ltd,API Addon,APAC,refunded,bank_transfer,New customer
TXN-2024-0523,2024-09-03,2686.43,Sunset Labs,Basic Plan,EU-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0524,2024-05-21,438.49,TechStart Inc,Enterprise Plan,APAC,completed,credit_card,Annual renewal
TXN-2024-0525,2024-01-05,483.54,Northern Wind Co,API Addon,US-EAST,refunded,bank_transfer,Annual renewal
TXN-2024-0526,2024-05-19,188.68,Sunset Labs,API Addon,US-EAST,completed,credit_card,
TXN-2024-0527,2024-04-17,464.22,Sunset Labs,API Addon,US-WEST,completed,paypal,
TXN-2024-0528,2024-07-20,417.05,Northern Wind Co,Enterprise Plan,EU-WEST,completed,paypal,Referral discount applied
TXN-2024-0529,2024-05-28,3002.97,Blue Ocean Ltd,Storage Addon,US-WEST,pending,paypal,Referral discount applied
TXN-2024-0530,2024-03-23,98.40,Sunset Labs,Pro Plan,EU-WEST,completed,paypal,New customer
TXN-2024-0531,2024-01-01,150.76,Red Mountain Co,Storage Addon,US-WEST,completed,credit_card,
TXN-2024-0532,2024-01-06,465.65,Acme Corp,API Addon,US-EAST,completed,credit_card,Monthly subscription
TXN-2024-0533,2024-11-10,2391.30,Green Valley LLC,Enterprise Plan,APAC,completed,credit_card,
TXN-2024-0534,2024-12-12,154.51,Silver Stream Inc,API Addon,APAC,pending,paypal,Referral discount applied
TXN-2024-0535,2024-02-15,77.98,Golden Gate LLC,Enterprise Plan,APAC,completed,credit_card,
TXN-2024-0536,2024-09-16,3359.46,Northern Wind Co,Basic Plan,APAC,completed,credit_card,Monthly subscription
TXN-2024-0537,2024-08-20,144.74,Blue Ocean Ltd,Pro Plan,US-WEST,refunded,paypal,Upgrade from basic
TXN-2024-0538,2024-11-16,99.27,Sunset Labs,Storage Addon,US-WEST,completed,paypal,Annual renewal
TXN-2024-0539,2024-04-02,420.59,Sunset Labs,Enterprise Plan,US-EAST,completed,credit_card,Annual renewal
TXN-2024-0540,2024-04-26,420.71,Silver Stream Inc,Basic Plan,US-WEST,refunded,paypal,Annual renewal
TXN-2024-0541,2024-01-15,97.10,Blue Ocean Ltd,API Addon,APAC,completed,credit_card,Annual renewal
TXN-2024-0542,2024-11-12,213.10,Silver Stream Inc,API Addon,US-WEST,completed,credit_card,
TXN-2024-0543,2024-12-21,3169.45,TechStart Inc,Basic Plan,US-WEST,completed,credit_card,
TXN-2024-0544,2024-01-11,150.34,Acme Corp,Storage Addon,APAC,pending,paypal,Referral discount applied
TXN-2024-0545,2024-08-02,140.81,Green Valley LLC,Pro Plan,US-WEST,completed,credit_card,Upgrade from basic
TXN-2024-0546,2024-03-03,147.98,Northern Wind Co,Enterprise Plan,US-WEST,completed,bank_transfer,New customer
TXN-2024-0547,2024-03-27,143.13,Golden Gate LLC,Basic Plan,EU-WEST,refunded,credit_card,
TXN-2024-0548,2024-04-27,481.33,Red Mountain Co,API Addon,US-EAST,completed,credit_card,Referral discount applied
TXN-2024-0549,2024-01-10,148.46,Northern Wind Co,Pro Plan,EU-WEST,completed,credit_card,Referral discount applied
TXN-2024-0550,2024-01-05,435.32,Green Valley LLC,Basic Plan,US-WEST,completed,credit_card,Annual renewal

