date,customer_name,customer_email,product_name,product_category,quantity,unit_price,total,sales_rep_name,region
2024-10-25,Starlight Events,planning@starlightevents.com,USB-C Docking Station,Electronics,16,149.99,2399.84,Robert Chen,East
2024-10-25,Diamond Auto Group,parts@diamondauto.com,Conference Table 8-Person,Furniture,2,899.99,1799.98,Robert Chen,East
2024-10-26,Metro Dental Clinic,office@metrodental.com,Noise-Canceling Headphones,Electronics,6,199.99,1199.94,Jennifer Walsh,Central
2024-10-27,Bay Area Robotics,lab@bayarearobotics.com,Standard Copy Paper (5000 sheets),Office Supplies,10,42.99,429.9,Jennifer Walsh,Central
2024-10-27,Harbor View Restaurant,manager@harborview.com,Sticky Notes Assorted (12 pack),Office Supplies,20,14.99,299.8,David Park,West
2024-10-28,Valley View Winery,office@valleyviewwine.com,Manila Folders (100 pack),Office Supplies,14,24.99,349.86,Robert Chen,East
2024-10-30,Crystal Clear Optics,orders@crystalclear.com,Sticky Notes Assorted (12 pack),Office Supplies,13,14.99,194.87,Sarah Mitchell,West
2024-10-30,Horizon Media Group,buying@horizonmg.com,All-Purpose Cleaner (gallon),Cleaning Supplies,14,12.99,181.86,Thomas Anderson,South
2024-10-31,Green Valley Foods,supply@greenvalley.com,Ballpoint Pens (box of 50),Office Supplies,10,18.5,185.0,Maria Santos,East
2024-10-31,Metro Dental Clinic,office@metrodental.com,Water Filter Pitcher,Break Room,5,29.99,149.95,Lisa Nakamura,South
2024-11-01,Silverline Media,production@silverlinemedia.com,Conference Table 8-Person,Furniture,9,899.99,8099.91,Michael Brown,Central
2024-11-01,Pacific Design Studio,hello@pacificdesign.co,Hand Sanitizer (pump bottle),Cleaning Supplies,20,8.99,179.8,Lisa Nakamura,South
2024-11-01,Starlight Events,planning@starlightevents.com,Break Room Coffee (5 lb),Break Room,13,34.99,454.87,Michael Brown,Central
2024-11-01,Pacific Design Studio,hello@pacificdesign.co,Webcam HD 1080p,Electronics,1,79.99,79.99,Jennifer Walsh,Central
2024-11-02,Atlas Engineering,supplies@atlaseng.com,Ballpoint Pens (box of 50),Office Supplies,13,18.5,240.5,Robert Chen,East
2024-11-05,Starlight Events,planning@starlightevents.com,Ballpoint Pens (box of 50),Office Supplies,11,18.5,203.5,Lisa Nakamura,South
2024-11-05,Zenith Software,it@zenithsw.com,Filing Cabinet 4-Drawer,Furniture,17,229.99,3909.83,Thomas Anderson,South
2024-11-06,Maple Creek Bakery,orders@maplecreek.com,Disposable Cups (200 count),Break Room,16,15.99,255.84,Lisa Nakamura,South
2024-11-07,Silverline Media,production@silverlinemedia.com,Standing Desk Converter,Furniture,3,279.99,839.97,Jennifer Walsh,Central
2024-11-07,Valley View Winery,office@valleyviewwine.com,Break Room Coffee (5 lb),Break Room,17,34.99,594.83,Jennifer Walsh,Central
2024-11-07,Harbor View Restaurant,manager@harborview.com,Standing Desk Converter,Furniture,18,279.99,5039.82,Maria Santos,East
2024-11-08,Acme Corp,purchasing@acmecorp.com,Ballpoint Pens (box of 50),Office Supplies,16,18.5,296.0,Robert Chen,East
2024-11-08,Frontier Analytics,ops@frontieranalytics.com,Wireless Keyboard and Mouse Combo,Electronics,15,59.99,899.85,Robert Chen,East
2024-11-08,Brightpath Education,admin@brightpath.edu,Hand Sanitizer (pump bottle),Cleaning Supplies,9,8.99,80.91,Michael Brown,Central
2024-11-09,Cascade Solutions,procurement@cascadesol.com,Paper Towels (12 rolls),Cleaning Supplies,15,22.99,344.85,Michael Brown,Central
2024-11-09,Evergreen Hotels,purchasing@evergreenhotels.com,Standing Desk Converter,Furniture,17,279.99,4759.83,Lisa Nakamura,South
2024-11-12,Oakwood Properties,maintenance@oakwoodprop.com,Standard Copy Paper (5000 sheets),Office Supplies,6,42.99,257.94,Michael Brown,Central
2024-11-12,Zenith Software,it@zenithsw.com,Tea Assortment (100 bags),Break Room,11,18.99,208.89,Sarah Mitchell,West
2024-11-16,Valley View Winery,office@valleyviewwine.com,Hand Sanitizer (pump bottle),Cleaning Supplies,11,8.99,98.89,Lisa Nakamura,South
2024-11-16,Coastal Logistics,buying@coastallogistics.com,Break Room Coffee (5 lb),Break Room,5,34.99,174.95,Jennifer Walsh,Central
2024-11-17,Cascade Solutions,procurement@cascadesol.com,Tea Assortment (100 bags),Break Room,4,18.99,75.96,Maria Santos,East
2024-11-17,Horizon Media Group,buying@horizonmg.com,Tea Assortment (100 bags),Break Room,6,18.99,113.94,David Park,West
2024-11-17,Frontier Analytics,ops@frontieranalytics.com,Disinfecting Wipes (4 pack),Cleaning Supplies,16,28.99,463.84,Sarah Mitchell,West
2024-11-19,Maple Creek Bakery,orders@maplecreek.com,Printer Toner Cartridge,Office Supplies,15,89.99,1349.85,Thomas Anderson,South
2024-11-20,Northwind Traders,orders@northwind.com,Printer Toner Cartridge,Office Supplies,4,89.99,359.96,Lisa Nakamura,South
2024-11-21,Brightpath Education,admin@brightpath.edu,Disinfecting Wipes (4 pack),Cleaning Supplies,3,28.99,86.97,Robert Chen,East
2024-11-22,TechStart Inc,orders@techstart.io,Standard Copy Paper (5000 sheets),Office Supplies,5,42.99,214.95,Michael Brown,Central
2024-11-22,TechStart Inc,orders@techstart.io,Hand Sanitizer (pump bottle),Cleaning Supplies,5,8.99,44.95,Jennifer Walsh,Central
2024-11-23,Zenith Software,it@zenithsw.com,Wireless Keyboard and Mouse Combo,Electronics,18,59.99,1079.82,Maria Santos,East
2024-11-24,Valley View Winery,office@valleyviewwine.com,Printer Toner Cartridge,Office Supplies,12,89.99,1079.88,Jennifer Walsh,Central
2024-11-24,Atlas Engineering,supplies@atlaseng.com,Disinfecting Wipes (4 pack),Cleaning Supplies,17,28.99,492.83,David Park,West
2024-11-24,Bay Area Robotics,lab@bayarearobotics.com,Standard Copy Paper (5000 sheets),Office Supplies,2,42.99,85.98,David Park,West
2024-11-25,Blue Ridge Farms,office@blueridgefarms.com,Disposable Cups (200 count),Break Room,3,15.99,47.97,Sarah Mitchell,West
2024-11-25,Diamond Auto Group,parts@diamondauto.com,Noise-Canceling Headphones,Electronics,19,199.99,3799.81,Thomas Anderson,South
2024-11-26,Coastal Logistics,buying@coastallogistics.com,Tea Assortment (100 bags),Break Room,12,18.99,227.88,Michael Brown,Central
2024-11-26,TechStart Inc,orders@techstart.io,Wireless Keyboard and Mouse Combo,Electronics,3,59.99,179.97,Jennifer Walsh,Central
2024-11-26,Prairie Wind Energy,supplies@prairiewind.com,27-inch LED Monitor,Electronics,17,319.99,5439.83,David Park,West
2024-11-28,Zenith Software,it@zenithsw.com,Wireless Keyboard and Mouse Combo,Electronics,11,59.99,659.89,Lisa Nakamura,South
2024-11-29,Maple Creek Bakery,orders@maplecreek.com,Hand Sanitizer (pump bottle),Cleaning Supplies,2,8.99,17.98,David Park,West
2024-11-29,TechStart Inc,orders@techstart.io,Wireless Keyboard and Mouse Combo,Electronics,3,59.99,179.97,Robert Chen,East
2024-11-30,Redwood Manufacturing,orders@redwoodmfg.com,Noise-Canceling Headphones,Electronics,20,199.99,3999.8,Jennifer Walsh,Central
2024-12-01,Green Valley Foods,supply@greenvalley.com,Standing Desk Converter,Furniture,7,279.99,1959.93,Michael Brown,Central
2024-12-01,Blue Ridge Farms,office@blueridgefarms.com,Snack Variety Box (40 count),Break Room,14,39.99,559.86,Maria Santos,East
2024-12-01,Evergreen Hotels,purchasing@evergreenhotels.com,Printer Toner Cartridge,Office Supplies,15,89.99,1349.85,Michael Brown,Central
2024-12-02,Prairie Wind Energy,supplies@prairiewind.com,Webcam HD 1080p,Electronics,20,79.99,1599.8,Sarah Mitchell,West
2024-12-02,Acme Corp,purchasing@acmecorp.com,Ergonomic Office Chair,Furniture,19,349.99,6649.81,Maria Santos,East
2024-12-03,Redwood Manufacturing,orders@redwoodmfg.com,Trash Bags (100 count),Cleaning Supplies,6,19.99,119.94,Maria Santos,East
2024-12-04,Horizon Media Group,buying@horizonmg.com,Standing Desk Converter,Furniture,9,279.99,2519.91,Robert Chen,East
2024-12-04,Cascade Solutions,procurement@cascadesol.com,Bookshelf 5-Tier,Furniture,19,159.99,3039.81,Jennifer Walsh,Central
2024-12-05,Oakwood Properties,maintenance@oakwoodprop.com,Water Filter Pitcher,Break Room,10,29.99,299.9,Robert Chen,East
2024-12-05,Northwind Traders,orders@northwind.com,All-Purpose Cleaner (gallon),Cleaning Supplies,13,12.99,168.87,Lisa Nakamura,South
2024-12-07,Cascade Solutions,procurement@cascadesol.com,Disposable Cups (200 count),Break Room,17,15.99,271.83,Thomas Anderson,South
2024-12-08,Acme Corp,purchasing@acmecorp.com,Ergonomic Office Chair,Furniture,14,349.99,4899.86,Michael Brown,Central
2024-12-09,Silverline Media,production@silverlinemedia.com,Webcam HD 1080p,Electronics,11,79.99,879.89,Michael Brown,Central
2024-12-10,Golden Gate Fitness,supplies@ggfitness.com,Manila Folders (100 pack),Office Supplies,12,24.99,299.88,Thomas Anderson,South
2024-12-10,Diamond Auto Group,parts@diamondauto.com,Standard Copy Paper (5000 sheets),Office Supplies,11,42.99,472.89,Michael Brown,Central
2024-12-11,Harbor View Restaurant,manager@harborview.com,Standard Copy Paper (5000 sheets),Office Supplies,8,42.99,343.92,David Park,West
2024-12-11,Oakwood Properties,maintenance@oakwoodprop.com,Break Room Coffee (5 lb),Break Room,11,34.99,384.89,David Park,West
2024-12-11,Bay Area Robotics,lab@bayarearobotics.com,Break Room Coffee (5 lb),Break Room,4,34.99,139.96,Michael Brown,Central
2024-12-14,Valley View Winery,office@valleyviewwine.com,Manila Folders (100 pack),Office Supplies,6,24.99,149.94,Maria Santos,East
2024-12-14,Metro Dental Clinic,office@metrodental.com,Printer Toner Cartridge,Office Supplies,15,89.99,1349.85,Thomas Anderson,South
2024-12-14,Horizon Media Group,buying@horizonmg.com,Hand Sanitizer (pump bottle),Cleaning Supplies,20,8.99,179.8,Jennifer Walsh,Central
2024-12-14,Diamond Auto Group,parts@diamondauto.com,Ergonomic Office Chair,Furniture,5,349.99,1749.95,Lisa Nakamura,South
2024-12-14,Brightpath Education,admin@brightpath.edu,Water Filter Pitcher,Break Room,4,29.99,119.96,Thomas Anderson,South
2024-12-15,Pinnacle Consulting,office@pinnacleconsult.com,Paper Towels (12 rolls),Cleaning Supplies,19,22.99,436.81,Lisa Nakamura,South
2024-12-19,Silverline Media,production@silverlinemedia.com,Trash Bags (100 count),Cleaning Supplies,14,19.99,279.86,Jennifer Walsh,Central
2024-12-19,Starlight Events,planning@starlightevents.com,Water Filter Pitcher,Break Room,6,29.99,179.94,Lisa Nakamura,South
2024-12-20,Prairie Wind Energy,supplies@prairiewind.com,Conference Table 8-Person,Furniture,20,899.99,17999.8,Michael Brown,Central
2024-12-21,Pacific Design Studio,hello@pacificdesign.co,Ergonomic Office Chair,Furniture,14,349.99,4899.86,Michael Brown,Central
2024-12-21,Evergreen Hotels,purchasing@evergreenhotels.com,Manila Folders (100 pack),Office Supplies,6,24.99,149.94,Thomas Anderson,South
2024-12-22,Cascade Solutions,procurement@cascadesol.com,Webcam HD 1080p,Electronics,13,79.99,1039.87,Michael Brown,Central
2024-12-22,Horizon Media Group,buying@horizonmg.com,Webcam HD 1080p,Electronics,6,79.99,479.94,Robert Chen,East
2024-12-22,Blue Ridge Farms,office@blueridgefarms.com,Water Filter Pitcher,Break Room,4,29.99,119.96,Robert Chen,East
2024-12-22,Bay Area Robotics,lab@bayarearobotics.com,Break Room Coffee (5 lb),Break Room,15,34.99,524.85,Maria Santos,East
2024-12-22,Bay Area Robotics,lab@bayarearobotics.com,Hand Sanitizer (pump bottle),Cleaning Supplies,18,8.99,161.82,Jennifer Walsh,Central
2024-12-23,Blue Ridge Farms,office@blueridgefarms.com,Conference Table 8-Person,Furniture,6,899.99,5399.94,Sarah Mitchell,West
2024-12-23,Golden Gate Fitness,supplies@ggfitness.com,Sticky Notes Assorted (12 pack),Office Supplies,15,14.99,224.85,Jennifer Walsh,Central
2024-12-25,Silverline Media,production@silverlinemedia.com,Webcam HD 1080p,Electronics,12,79.99,959.88,Michael Brown,Central
2024-12-26,Atlas Engineering,supplies@atlaseng.com,Bookshelf 5-Tier,Furniture,10,159.99,1599.9,Jennifer Walsh,Central
2024-12-27,Harbor View Restaurant,manager@harborview.com,Ergonomic Office Chair,Furniture,18,349.99,6299.82,Thomas Anderson,South
2024-12-27,TechStart Inc,orders@techstart.io,Filing Cabinet 4-Drawer,Furniture,5,229.99,1149.95,Thomas Anderson,South
2024-12-29,Maple Creek Bakery,orders@maplecreek.com,Printer Toner Cartridge,Office Supplies,12,89.99,1079.88,Michael Brown,Central
2024-12-29,Atlas Engineering,supplies@atlaseng.com,Ergonomic Office Chair,Furniture,11,349.99,3849.89,Maria Santos,East
2024-12-31,Summit Healthcare,procurement@summithealth.org,Printer Toner Cartridge,Office Supplies,6,89.99,539.94,Thomas Anderson,South
